,name,symbol,quote.USD.market_cap,date_added
736,PIVX,PIVX,37129662.72772138,2016-02-13T00:00:00.000Z
737,Taraxa,TARA,36812574.68695195,2021-03-08T00:00:00.000Z
738,Hatom,HTM,36710845.15538767,2023-07-26T05:52:30.000Z
739,WeBuy,WE,36555080.708087765,2022-06-04T17:26:40.000Z
740,Creo Engine,CREO,36280432.355998345,2022-01-07T16:05:23.000Z
741,Onomy Protocol,NOM,36188241.362050466,2021-06-28T00:00:00.000Z
742,Synesis One,SNS,36100439.988435365,2022-01-13T07:03:12.000Z
743,NuNet,NTX,35936068.25904985,2021-10-25T21:40:50.000Z
744,Kryll,KRL,35841383.86306238,2018-07-19T00:00:00.000Z
745,Shapeshift FOX Token,FOX,35677189.60193825,2021-01-06T00:00:00.000Z
746,BarnBridge,BOND,35603573.730129175,2020-10-19T00:00:00.000Z
747,DeRace,DERC,35385086.10276831,2021-07-02T00:00:00.000Z
748,Venus USDT,vUSDT,35083019.63951923,2020-12-12T00:00:00.000Z
749,Alpaca Finance,ALPACA,35082821.53904766,2021-03-06T00:00:00.000Z
750,Bloktopia,BLOK,34981842.0607423,2021-08-09T00:00:00.000Z
751,Ampleforth,AMPL,34884689.13883688,2019-06-28T00:00:00.000Z
752,Santos FC Fan Token,SANTOS,34310998.68360868,2021-12-01T11:03:09.000Z
753,OctaSpace,OCTA,34084489.778059,2023-04-05T08:18:03.000Z
754,Orange,ORNJ,34005396.01439611,2024-02-06T05:53:25.000Z
755,GET Protocol,GET,33777939.385315225,2018-01-09T00:00:00.000Z
756,RabbitX,RBX,33600775.24610941,2023-04-28T06:47:03.000Z
757,Crypto Asset Governance Alliance,CAGA,33594194.32656916,2023-11-13T09:15:53.000Z
758,Beefy,BIFI,33347404.780292824,2020-10-06T00:00:00.000Z
759,Starlink,STARL,33049170.911404703,2021-07-10T00:00:00.000Z
760,S.S. Lazio Fan Token,LAZIO,32959315.77599491,2021-10-21T11:21:12.000Z
761,Kava Lend,HARD,32878724.038110692,2020-11-02T00:00:00.000Z
762,Blocksquare Token,BST,32930358.013582215,2018-07-31T00:00:00.000Z
763,FIO Protocol,FIO,32869776.40681301,2020-07-19T00:00:00.000Z
764,GameSwift,GSWIFT,32932309.272531524,2023-07-05T05:33:51.000Z
765,Tectonic,TONIC,32814468.38115457,2021-12-23T15:12:56.000Z
766,Cellframe,CELL,32716534.88149634,2021-03-29T00:00:00.000Z
767,Harvest Finance,FARM,32601601.72318357,2020-09-02T00:00:00.000Z
768,ONBUFF,ONIT,32599602.035518445,2020-08-28T00:00:00.000Z
769,Sentinel,DVPN,32475263.811293613,2018-04-17T00:00:00.000Z
770,VITE,VITE,32522557.975494023,2018-07-17T00:00:00.000Z
771,Decimal,DEL,32382303.27729307,2021-10-06T16:48:29.000Z
772,Hathor,HTR,32292068.1176444,2020-05-07T00:00:00.000Z
773,HELLO Labs,HELLO,32191486.299808346,2022-10-20T13:00:42.000Z
774,WiFi Map,WIFI,32139676.09940785,2023-03-28T23:18:53.000Z
775,Pirate Chain,ARRR,32005320.48356543,2019-05-22T00:00:00.000Z
776,Sperax,SPA,31757831.931235675,2020-08-26T00:00:00.000Z
777,Ternoa,CAPS,31755992.756169755,2021-04-19T00:00:00.000Z
778,Nodle,NODL,31603587.0378616,2020-09-01T00:00:00.000Z
779,Helium IOT,IOT,31493111.833008245,2023-04-24T06:47:38.000Z
780,Swarm,BZZ,31093348.50175562,2021-06-05T00:00:00.000Z
781,Connex,CONX,31078745.966517802,2023-11-03T17:12:11.000Z
782,Credefi,CREDI,30944509.420627285,2021-10-26T08:23:56.000Z
783,PointPay,PXP,30802122.92423737,2020-05-28T00:00:00.000Z
784,UFO Gaming,UFO,30611827.131631263,2021-06-30T00:00:00.000Z
785,Wing Finance,WING,30392053.111024905,2020-09-16T00:00:00.000Z
786,CENNZnet,CENNZ,30175315.72048209,2018-03-13T00:00:00.000Z
787,Klever,KLV,30051762.4095045,2020-09-09T00:00:00.000Z
788,Carbon browser,CSIX,29988904.736098092,2023-02-18T02:47:15.000Z
789,Swarm Markets,SMT,29953118.009262785,2021-09-11T20:44:46.000Z
790,Abelian,ABEL,29867443.004353806,2023-12-05T08:09:08.000Z
791,WAGMI Games,WAGMIGAMES,29613924.99132627,2022-06-07T16:23:51.000Z
792,Solanium,SLIM,29438450.49180668,2021-05-12T00:00:00.000Z
793,ABBC Coin,ABBC,29164374.03445765,2018-10-12T00:00:00.000Z
794,OG Fan Token,OG,29113118.773933176,2020-03-12T00:00:00.000Z
795,KlimaDAO,KLIMA,29125926.65419473,2021-10-19T05:33:56.000Z
796,Alpine F1 Team Fan Token,ALPINE,28956330.234890234,2022-02-21T12:02:04.000Z
797,Volt Inu,VOLT,28922743.583699733,2021-12-21T19:32:33.000Z
798,Manchester City Fan Token,CITY,29075844.795195393,2021-05-25T00:00:00.000Z
799,AirSwap,AST,28849088.875209812,2017-10-17T00:00:00.000Z
800,Inspect,INSP,28646051.76688834,2023-12-06T15:15:40.000Z
801,Asterix Labs,ASTX,28616177.384488743,2024-02-13T08:31:56.000Z
802,DexCheck AI,DCK,28593190.907411195,2022-05-06T13:33:50.000Z
803,ParaSwap,PSP,28247643.439116493,2021-11-15T13:27:12.000Z
804,Optimus AI,OPTI,28063644.624059893,2023-03-07T09:33:21.000Z
805,Counterparty,XCP,27940391.36384734,2014-02-15T00:00:00.000Z
806,OORT,OORT,27837426.74769118,2024-02-07T15:02:04.000Z
807,DeepBrain Chain,DBC,27777095.44778952,2017-12-28T00:00:00.000Z
808,Neurai,XNA,27703464.77439708,2023-06-27T19:16:51.000Z
809,Petals,PTS,27651927.487997524,2022-06-30T09:24:39.000Z
810,Step App,FITFI,27563731.778584063,2022-04-26T07:24:11.000Z
811,Pepe 2.0,PEPE2.0,27540282.622471567,2023-06-28T04:14:21.000Z
812,Moby,MOBY,27508287.35966562,2024-02-13T09:51:27.000Z
813,Stader,SD,27482662.75373338,2021-10-11T19:37:29.000Z
814,MILC Platform,MLT,27475231.18708164,2021-05-13T00:00:00.000Z
815,MonaCoin,MONA,27461556.979304522,2014-03-20T00:00:00.000Z
816,Inverse Finance,INV,27337940.312165514,2021-03-08T00:00:00.000Z
817,SwftCoin,SWFTC,27281304.981388178,2018-01-04T00:00:00.000Z
818,Openfabric AI,OFN,27284275.153424907,2023-10-24T15:16:54.000Z
819,Shiba Predator,QOM,27030042.01295551,2022-03-18T01:52:31.000Z
820,Dvision Network,DVI,26829725.970919773,2020-11-04T00:00:00.000Z
821,Xend Finance,RWA,26798666.852924135,2021-02-19T00:00:00.000Z
822,Locus Chain,LOCUS,26733166.541980628,2019-05-20T00:00:00.000Z
823,Silly Dragon,SILLY,26740421.126790613,2023-12-21T03:30:14.000Z
824,CoinEx Token,CET,26686806.84124103,2018-07-17T00:00:00.000Z
825,Firo,FIRO,26620051.401754722,2016-10-06T00:00:00.000Z
826,VoluMint,VMINT,26603547.725433778,2024-01-06T17:57:11.000Z
827,Cryptex Finance,CTX,26369333.671030037,2021-06-09T00:00:00.000Z
828,Poolz Finance,POOLX,26328241.37025478,2021-01-18T00:00:00.000Z
829,TROY,TROY,26097197.45737525,2019-12-06T00:00:00.000Z
830,USDK,USDK,25980208.063409552,2019-07-29T00:00:00.000Z
831,Mintlayer,ML,25894547.833292227,2021-11-22T12:15:44.000Z
832,Rakon,RKN,25860383.71389407,2019-12-25T00:00:00.000Z
833,Aventus,AVT,25813149.77816223,2017-09-06T00:00:00.000Z
834,AXEL,AXEL,25692373.522140786,2020-08-05T00:00:00.000Z
835,Metahero,HERO,25675223.077149402,2021-07-07T00:00:00.000Z
836,Gifto,GFT,25564490.580111112,2017-12-18T00:00:00.000Z
837,dForce,DF,25553027.470967993,2020-06-22T00:00:00.000Z
838,Argentine Football Association Fan Token,ARG,25539143.9477337,2021-06-15T00:00:00.000Z
839,ParagonsDAO,PDT,25402036.523311965,2022-02-01T20:23:14.000Z
840,FC Porto Fan Token,PORTO,24937884.401948243,2021-11-08T06:40:54.000Z
841,Stobox Token,STBU,24745063.26757417,2020-09-30T00:00:00.000Z
842,Viberate,VIB,24630187.023751434,2017-10-06T00:00:00.000Z
843,Arianee,ARIA20,24612744.659325145,2021-01-18T00:00:00.000Z
844,Lingose,LING,24570563.753684804,2022-09-13T11:36:25.000Z
845,Symbiosis,SIS,24580889.874758873,2021-11-24T03:06:29.000Z
846,Galeon,GALEON,24504923.434091866,2022-03-09T08:08:43.000Z
847,SHPING,SHPING,24451741.110504176,2018-10-10T00:00:00.000Z
848,r/CryptoCurrency Moons,MOON,24439214.984083842,2020-10-14T00:00:00.000Z
849,Bitcoin Diamond,BCD,24337589.51829776,2017-11-24T00:00:00.000Z
850,Dogechain,DC,24322971.00555364,2022-08-16T15:08:33.000Z
851,Ferrum Network,FRM,24307308.903141726,2019-08-08T00:00:00.000Z
852,YooShi,YOOSHI,24177695.26596139,2021-05-18T00:00:00.000Z
853,Kimbo,KIMBO,23945664.00548375,2023-12-25T04:51:45.000Z
854,Ponke,PONKE,23926900.00911603,2024-01-23T14:25:13.000Z
855,TABOO TOKEN,TABOO,23784007.683187023,2021-06-23T00:00:00.000Z
856,DUKO,DUKO,23746318.95872898,2024-02-21T19:59:18.000Z
857,GT Protocol,GTAI,23663450.327946443,2024-01-26T03:14:01.000Z
858,MixMarvel,MIX,23663396.05411654,2019-09-02T00:00:00.000Z
859,OVR,OVR,23339592.097424783,2020-12-30T00:00:00.000Z
860,Voyager Token,VGX,23357265.05190344,2017-07-18T00:00:00.000Z
861,TokenPocket,TPT,23242788.815893084,2020-07-29T00:00:00.000Z
862,Catgirl,CATGIRL,23228356.842015192,2021-06-03T00:00:00.000Z
863,Swash,SWASH,23222760.038971636,2021-09-26T10:44:45.000Z
864,Metacade,MCADE,23208879.324282747,2023-04-07T15:29:04.000Z
865,Affyn,FYN,22945795.249806732,2022-01-10T08:05:26.000Z
866,Atlas Navi,NAVI,22882495.81070104,2022-12-06T10:29:10.000Z
867,Fulcrom Finance,FUL,22879176.767356712,2023-04-03T12:16:48.000Z
868,MangoMan Intelligent,MMIT,22758827.577136267,2022-08-03T14:36:43.000Z
869,OAX,OAX,22816762.98505944,2017-07-31T00:00:00.000Z
870,Dragonchain,DRGN,22629231.298429,2017-12-03T00:00:00.000Z
871,Deeper Network,DPR,22554793.72382187,2021-03-20T00:00:00.000Z
872,KardiaChain,KAI,22458686.08721412,2020-04-17T00:00:00.000Z
873,Kleros,PNK,22459320.55590653,2018-11-01T00:00:00.000Z
874,Newscrypto,NWC,22216340.110411678,2019-11-06T00:00:00.000Z
875,Quantum Resistant Ledger,QRL,22185252.071054272,2017-06-10T00:00:00.000Z
876,DeFi Kingdoms,JEWEL,22109474.857507885,2021-10-05T03:06:11.000Z
877,TRVL,TRVL,22092430.208872512,2021-11-11T08:14:53.000Z
878,SquidGrow,SQUIDGROW,22027213.47849376,2022-07-26T12:49:42.000Z
879,Vita Inu,VINU,21806604.21876121,2021-11-29T06:48:56.000Z
880,Ellipsis,EPS,21771880.313889556,2021-03-24T00:00:00.000Z
881,Bubblefong,BBF,21751669.3859038,2022-03-28T09:47:03.000Z
882,Byte,BYTE,21634005.085933387,2023-12-11T08:23:42.000Z
883,Castello Coin,CAST,21629073.959479317,2022-04-22T05:15:40.000Z
884,Yield App,YLD,21494135.976095453,2020-12-22T00:00:00.000Z
885,Bad Idea AI,BAD,21481771.1206827,2023-05-21T04:41:05.000Z
886,Electra Protocol,XEP,21370493.84744678,2021-01-08T00:00:00.000Z
887,Octokn,OTK,21320105.54261757,2023-04-13T09:59:16.000Z
888,LeisureMeta,LM,21216768.211526003,2022-05-26T09:56:21.000Z
889,TrustSwap,SWAP,21182650.00295599,2020-07-10T00:00:00.000Z
890,Chrono.tech,TIME,21080005.88767645,2017-02-26T00:00:00.000Z
891,MATH,MATH,21022014.930834286,2020-05-21T00:00:00.000Z
892,Crust Network,CRU,20866387.527992807,2020-08-28T00:00:00.000Z
893,Radiant,RXD,20797358.67608968,2022-12-05T03:09:04.000Z
894,r/FortNiteBR Bricks,BRICK,20703411.162732508,2023-07-18T09:26:55.000Z
895,BioPassport Token,BIOT,20648342.64668886,2021-03-03T00:00:00.000Z
896,ICHI,ICHI,20612540.985824153,2020-11-19T00:00:00.000Z
897,renBTC,RENBTC,20599616.628181726,2020-06-28T00:00:00.000Z
898,Pip,PIP,20590221.45223207,2022-01-07T09:29:32.000Z
899,Landshare,LAND,20476923.98366977,2021-08-13T00:00:00.000Z
900,Magic Square,SQR,20366512.963192023,2022-01-05T10:35:41.000Z
901,DFI.Money,YFII,20282952.83406445,2020-07-29T00:00:00.000Z
902,Arsenal Fan Token,AFC,20211847.556649137,2021-09-01T06:53:13.000Z
903,UniBot,UNIBOT,20083894.776311178,2023-06-16T05:43:09.000Z
904,Cult DAO,CULT,20078944.711303834,2022-01-31T02:46:54.000Z
905,Splintershards,SPS,20073563.47669579,2021-07-24T00:00:00.000Z
906,Artrade,ATR,20063582.444474354,2022-03-28T09:25:46.000Z
907,Bifrost,BNC,20062074.546066392,2021-03-06T00:00:00.000Z
908,Prisma mkUSD,MKUSD,19995144.11073365,2023-09-20T17:40:27.000Z
909,Coinweb,CWEB,19986287.315243453,2021-12-30T11:12:59.000Z
910,Juventus Fan Token,JUV,19878593.785212934,2020-04-22T00:00:00.000Z
911,Suku,SUKU,19789077.305608243,2020-08-04T00:00:00.000Z
912,GameZone,GZONE,19738906.06076052,2021-09-14T01:07:06.000Z
913,QORPO WORLD,QORPO,19633523.27130976,2022-02-24T08:10:29.000Z
914,KILT Protocol,KILT,19615148.106237892,2021-11-25T00:52:03.000Z
915,Hermez Network,HEZ,19612415.46598206,2020-10-15T00:00:00.000Z
916,ForTube,FOR,19502755.128518637,2019-07-17T00:00:00.000Z
917,Defigram,DFG,19453108.688141312,2022-04-18T06:23:42.000Z
918,Decentral Games,DG,19269281.511884637,2021-12-02T04:24:32.000Z
919,zkSwap Finance,ZF,19175578.798907205,2023-09-20T17:42:26.000Z
920,Phantasma,SOUL,19101580.95085449,2018-05-28T00:00:00.000Z
921,ZUSD,ZUSD,19007667.46900702,2021-03-10T00:00:00.000Z
922,Thrupenny,TPY,18941242.5546927,2022-08-09T11:41:43.000Z
923,Polaris Share,POLA,18902870.576254334,2020-11-21T00:00:00.000Z
924,Brickken,BKN,18665355.03011335,2022-09-14T16:47:22.000Z
925,DMAIL Network,DMAIL,18842366.27471596,2024-01-30T09:30:18.000Z
926,Gamium,GMM,18744594.604788262,2021-11-11T03:50:30.000Z
927,Bitrock,BROCK,18737052.52729075,2023-07-17T12:36:35.000Z
928,SOLVE,SOLVE,18712726.641841345,2019-02-04T00:00:00.000Z
929,Kasta,KASTA,18507914.259398013,2021-12-27T05:08:35.000Z
930,KLAYswap Protocol,KSP,18487494.999712974,2021-01-20T00:00:00.000Z
931,Ellipsis,EPX,18463452.63591871,2022-05-04T05:09:40.000Z
932,RMRK,RMRK,18390955.190210626,2021-09-25T07:30:41.000Z
933,Rangers Protocol Gas,RPG,18172584.810563676,2021-09-30T17:01:11.000Z
934,SpookySwap,BOO,18142094.075925086,2021-05-05T00:00:00.000Z
935,Bytom,BTM,18099272.91826595,2017-08-08T00:00:00.000Z
936,Matrix AI Network,MAN,18090746.27412393,2018-01-27T00:00:00.000Z
937,Everest,ID,18084516.660997514,2021-02-17T00:00:00.000Z
938,Oho,OHO,17926193.948465683,2022-10-18T06:18:38.000Z
939,Shiden Network,SDN,17906111.751251116,2021-08-27T21:35:21.000Z
940,AC Milan Fan Token,ACM,17780512.595815767,2021-02-22T00:00:00.000Z
941,UNS TOKEN,UNS,17692694.88168604,2023-03-31T05:24:19.000Z
942,Akita Inu,AKITA,17673831.594622962,2021-02-02T00:00:00.000Z
943,NvirWorld,NVIR,17639369.209257808,2021-12-10T09:32:08.000Z
944,UX Chain,UX,17581006.91262592,2021-12-23T03:57:49.000Z
945,Adshares,ADS,17563346.145116612,2017-08-12T00:00:00.000Z
946,REVV,REVV,17390843.76005047,2020-09-10T00:00:00.000Z
947,Image Generation AI,IMGNAI,17306642.24007619,2023-02-13T08:23:43.000Z
948,SpaceN,SN,17265990.880283747,2022-10-03T06:33:29.000Z
949,Bitcoin Unlimited,BTCU,17258799.582913917,2018-01-24T00:00:00.000Z
950,SaitaChain Coin,STC,17237103.411404252,2021-06-18T00:00:00.000Z
951,PowerPool,CVP,17133559.87494904,2020-08-21T00:00:00.000Z
952,Verified USD,USDV,17120753.63291508,2023-11-17T11:56:26.000Z
953,Joystream,JOY,17020065.623677883,2020-09-01T00:00:00.000Z
954,OpenLeverage,OLE,16908798.206645045,2022-06-22T16:05:53.000Z
955,AMO Coin,AMO,16866491.254582904,2018-09-10T00:00:00.000Z
956,Diamond Launch,DLC,16845588.529373724,2022-09-16T10:01:46.000Z
957,Tokemak,TOKE,16799062.114269186,2021-08-09T00:00:00.000Z
958,AIPAD,AIPAD,16727121.915963085,2023-03-01T03:12:00.000Z
959,BRN Metaverse,BRN,16661710.286664376,2022-04-14T06:46:36.000Z
960,Mango,MNGO,16621727.322652657,2021-08-05T00:00:00.000Z
961,Student Coin,STC,16537887.6771231,2020-07-30T00:00:00.000Z
962,Atletico De Madrid Fan Token,ATM,16519739.377293065,2020-02-13T00:00:00.000Z
963,Prosper,PROS,16505936.588046482,2021-01-13T00:00:00.000Z
964,Cosplay Token,COT,16470297.536340602,2022-04-19T15:40:25.000Z
965,SuperWalk,GRND,16448740.66242867,2022-09-05T09:10:34.000Z
966,Push Protocol,PUSH,16386715.076405216,2021-04-13T00:00:00.000Z
967,Galatasaray Fan Token,GAL,16236449.433226634,2020-06-08T00:00:00.000Z
968,ArkiTech,ARKI,16274033.292691693,2023-03-21T23:41:28.000Z
969,Karura,KAR,16272626.475104423,2021-05-25T00:00:00.000Z
970,Fuse,FUSE,16226887.846439665,2021-02-01T00:00:00.000Z
971,ROA CORE,ROA,16234164.71936834,2023-03-07T10:21:55.000Z
972,ISKRA Token,ISK,16074944.018020857,2022-09-22T10:29:08.000Z
973,KIRA,KEX,15809390.740553835,2020-09-07T00:00:00.000Z
974,Dimecoin,DIME,15914156.673127586,2014-01-06T00:00:00.000Z
975,EPIK Prime,EPIK,15867628.19937137,2021-05-25T00:00:00.000Z
976,Paribus,PBX,15842524.97241396,2021-08-23T00:00:00.000Z
977,Baby Bonk,BABYBONK,15801208.112572342,2023-12-22T04:04:53.000Z
978,beoble,BBL,15781322.459179351,2024-02-28T10:54:36.000Z
979,Decimated,DIO,15746134.011978768,2019-05-03T00:00:00.000Z
980,Step Finance,STEP,15710189.797583578,2021-04-26T00:00:00.000Z
981,BIM,BIM,15663248.984980859,2023-07-13T11:26:21.000Z
982,Observer,OBSR,15602507.279428398,2019-01-15T00:00:00.000Z
983,Hydra,HYDRA,15383648.773636928,2021-01-12T00:00:00.000Z
984,Saito,SAITO,15365000.623015188,2021-04-22T00:00:00.000Z
985,Wall Street Memes,WSM,15348247.529455408,2023-09-26T13:54:45.000Z
986,Nestree,EGG,15263970.638377776,2019-09-09T00:00:00.000Z
987,Ooki Protocol,OOKI,15234707.19920425,2021-12-23T19:59:20.000Z
988,Jesus Coin,JESUS,15176287.61185139,2023-04-27T04:57:51.000Z
989,Solama,SOLAMA,15168109.60064732,2024-01-12T10:05:51.000Z
990,Nimiq,NIM,15111632.170854595,2018-07-10T00:00:00.000Z
991,Unibright,UBT,15115666.024407592,2018-05-21T00:00:00.000Z
992,PLAYA3ULL GAMES,3ULL,15036959.175545035,2023-06-09T10:51:36.000Z
993,Fei USD,FEI,15019532.399296017,2021-03-02T00:00:00.000Z
994,Realio Network,RIO,14905260.03245562,2020-06-25T00:00:00.000Z
995,Wall Street Games,WSG,14904938.166513676,2021-05-24T00:00:00.000Z
996,Konnect,KCT,14841544.592818152,2022-05-26T07:31:02.000Z
997,UNCX Network,UNCX,14813349.279744286,2020-11-13T00:00:00.000Z
998,Minati Coin,MNTC,14758342.664377088,2023-05-23T09:33:34.000Z
999,Energi,NRG,14735389.593562238,2018-08-23T00:00:00.000Z
1000,Artyfact,ARTY,14652488.411687557,2023-03-03T10:44:47.000Z
1001,HAPI Protocol,HAPI,14649130.787996065,2021-02-23T00:00:00.000Z
1002,Beam,BEAM,14628846.461778361,2019-01-17T00:00:00.000Z
1003,Tornado Cash,TORN,14619390.781968448,2020-12-18T00:00:00.000Z
1004,Quiztok,QTCON,14612035.80184823,2020-04-28T00:00:00.000Z
1005,neversol,NEVER,14596858.679897785,2024-02-06T15:12:24.000Z
1006,Prometheum Prodigy,PMPY,14506947.318152476,2023-10-29T15:40:43.000Z
1007,Peercoin,PPC,14498576.163901001,2013-04-28T00:00:00.000Z
1008,Serum,SRM,14497303.620556626,2020-08-04T00:00:00.000Z
1009,Shido [New],SHIDO,14415276.275731187,2022-04-14T06:47:44.000Z
1010,Lambda,LAMB,14395853.19045208,2019-01-02T00:00:00.000Z
1011,Hegic,HEGIC,14351475.064567443,2020-09-07T00:00:00.000Z
1012,UBXS Token,UBXS,14269570.799149211,2022-01-13T12:08:55.000Z
1013,Cheems,CHEEMS,14213363.464967528,2021-06-03T00:00:00.000Z
1014,rhino.fi,DVF,14169118.359301645,2021-07-05T00:00:00.000Z
1015,FNCY,FNCY,14160639.016552312,2022-12-02T04:41:53.000Z
1016,BIDR,BIDR,14144492.552096194,2020-09-02T00:00:00.000Z
1017,Big Data Protocol,BDP,13842054.758326264,2021-03-07T00:00:00.000Z
1018,GYEN,GYEN,13795267.227001915,2021-03-10T00:00:00.000Z
1019,Somnium Space Cubes,CUBE,13691078.44928873,2020-03-18T00:00:00.000Z
1020,CumRocket,CUMMIES,13633325.810945379,2021-04-13T00:00:00.000Z
1021,Medieval Empires,MEE,13616621.396150865,2022-10-03T06:32:35.000Z
1022,Genopets,GENE,13610880.53126384,2021-11-18T07:46:00.000Z
1023,Æternity,AE,13597570.078446534,2017-06-01T00:00:00.000Z
1024,Fusion,FSN,13564803.196061965,2018-02-16T00:00:00.000Z
1025,MarsDAO,MDAO,13559220.757546516,2022-03-17T13:31:47.000Z
1026,TOKPIE,TKP,13531601.065403406,2019-10-11T00:00:00.000Z
1027,LATOKEN,LA,13479574.265689036,2017-10-25T00:00:00.000Z
1028,milestoneBased,MILE,13379055.32247943,2022-03-30T09:47:59.000Z
1029,XDB CHAIN,XDB,13287544.425294822,2019-09-13T00:00:00.000Z
1030,PIBBLE,PIB,13254467.357982818,2019-02-28T00:00:00.000Z
1031,Handshake,HNS,13212802.344321465,2020-02-22T00:00:00.000Z
1032,MEVerse,MEV,13220597.977267701,2022-03-25T06:08:42.000Z
1033,Unicly CryptoPunks Collection,UPUNK,13202850.350866033,2021-04-28T00:00:00.000Z
1034,Tottenham Hotspur Fan Token,SPURS,13186255.367305063,2023-10-26T09:55:31.000Z
1035,Reboot,GG,13157039.231893208,2023-12-28T09:43:44.000Z
1036,Staked WEMIX,stWEMIX,13037645.11343411,2023-12-19T03:01:52.000Z
1037,RAI Finance,SOFI,12929185.936029384,2021-04-07T00:00:00.000Z
1038,Inter Milan Fan Token,INTER,12948810.862466045,2021-09-10T14:07:01.000Z
1039,Oxbull.tech,OXB,12873947.96005157,2021-03-02T00:00:00.000Z
1040,SENATE,SENATE,12796830.77858507,2021-12-15T15:15:04.000Z
1041,Torum,XTM,12809113.390458219,2021-06-14T00:00:00.000Z
1042,Project WITH,WIKEN,12660939.166261839,2019-11-09T00:00:00.000Z
1043,Multichain,MULTI,12585614.997599503,2022-01-10T04:41:46.000Z
1044,Origin DeFi Governance,OGV,12572661.580558917,2022-07-12T08:23:27.000Z
1045,Gari Network,GARI,12534763.255805809,2021-10-21T09:32:59.000Z
1046,Augur,REP,12505651.867858391,2015-10-27T00:00:00.000Z
1047,Izumi Finance,IZI,12374452.908977054,2021-12-21T01:43:27.000Z
1048,Carbon Protocol,SWTH,12433082.627800498,2018-03-31T00:00:00.000Z
1049,UnMarshal,MARSH,12401175.096662914,2021-03-26T00:00:00.000Z
1050,Fractal Network,FRA,12325080.990853194,2019-08-14T00:00:00.000Z
1051,DeFi Land,DFL,12279682.61885619,2021-11-25T00:48:37.000Z
1052,Indigo Protocol,INDY,12260663.926002908,2022-11-23T19:40:34.000Z
1053,MileVerse,MVC,12223599.118545856,2020-11-17T00:00:00.000Z
1054,Ben the Dog,BENDOG,12263702.786327692,2024-02-28T11:57:14.000Z
1055,Angola,AGLA,12239624.386627864,2022-10-03T02:04:58.000Z
1056,Rainbow Token,RBW,12224774.531067701,2022-03-16T19:38:48.000Z
1057,Tarot,TAROT,12216117.076172292,2021-08-26T06:39:18.000Z
1058,Nexa,NEXA,12177595.793507803,2023-02-02T06:22:09.000Z
1059,Wombat Web 3 Gaming Platform,WOMBAT,12113602.361463811,2022-07-14T16:47:08.000Z
1060,Validity,VAL,12088748.271189425,2016-01-18T00:00:00.000Z
1061,Adappter Token,ADP,12031081.060330153,2020-12-17T00:00:00.000Z
1062,BSCPAD,BSCPAD,11959923.435477225,2021-03-03T00:00:00.000Z
1063,Azit,AZIT,11922895.700337142,2022-03-08T05:40:02.000Z
1064,UpOnly,UPO,11914762.374269389,2021-12-20T20:33:18.000Z
1065,Areon Network,AREA,11820206.653148573,2023-01-18T02:11:27.000Z
1066,Rupiah Token,IDRT,11804160.87914231,2019-09-24T00:00:00.000Z
1067,HAVAH,HVH,11761731.685905045,2023-02-23T04:38:35.000Z
1068,Banano,BAN,11737884.715662576,2020-01-22T00:00:00.000Z
1069,Valor Token,VALOR,11721322.206339046,2019-04-18T00:00:00.000Z
1070,Lossless,LSS,11697883.492679963,2021-05-27T00:00:00.000Z
1071,Veritise,VTS,11694585.29668296,2022-09-23T09:09:20.000Z
1072,Hoge Finance,HOGE,11658943.989461517,2021-02-12T00:00:00.000Z
1073,apM Coin,APM,11627164.29545949,2019-12-27T00:00:00.000Z
1074,VIXCO,VIX,11600726.466169901,2021-10-26T10:16:37.000Z
1075,PureFi Protocol,UFI,11595481.507746713,2021-07-20T00:00:00.000Z
1076,Winnerz,WNZ,11581602.234361066,2023-05-23T09:39:39.000Z
1077,Bepro,BEPRO,11577213.44898572,2019-12-20T00:00:00.000Z
1078,PlayZap,PZP,11557510.41622663,2022-11-04T16:46:56.000Z
1079,Bitcicoin,BITCI,11527366.123265559,2021-01-29T00:00:00.000Z
1080,XDEFI Wallet,XDEFI,11525879.46301855,2021-11-18T14:28:22.000Z
1081,Gains,GAINS,11392498.707521688,2021-04-07T00:00:00.000Z
1082,Orbofi AI,OBI,11330437.51195241,2023-05-30T09:36:03.000Z
1083,Red Kite,PKF,11330096.26735736,2021-03-01T00:00:00.000Z
1084,BitShares,BTS,11300582.619972179,2014-07-21T00:00:00.000Z
1085,LABEL Foundation,LBL,11284092.768585362,2021-10-22T02:41:44.000Z
1086,Oxen,OXEN,11213532.041563394,2018-05-21T00:00:00.000Z
1087,SAFE DEAL,SFD,11207267.743656145,2020-10-01T00:00:00.000Z
1088,TOWER,TOWER,11047019.23021703,2021-03-01T00:00:00.000Z
1089,Hourglass,WAIT,11013136.76129051,2022-09-29T05:26:08.000Z
1090,Venus LINK,vLINK,10967202.318222739,2020-12-14T00:00:00.000Z
1091,TEMCO,TEMCO,10958873.928112661,2019-02-04T00:00:00.000Z
1092,MobileCoin,MOB,10984863.643303614,2020-12-07T00:00:00.000Z
1093,Skey Network,SKEY,10874393.834057694,2020-12-29T00:00:00.000Z
1094,Lush AI,LUSH,10839406.345103,2024-02-23T09:06:43.000Z
1095,SwissCheese,SWCH,10810171.551524367,2023-08-10T07:21:43.000Z
1096,TNC Coin,TNC,10801855.092407582,2020-05-03T00:00:00.000Z
1097,WeWay,WWY,10782759.697878018,2022-01-10T01:51:42.000Z
